PIN,SBL,OBJECTID,Shape__Area,Shape__Length
142.19-2-3,14201900020030000000,8531,8233.3046875,474.986315425636
142.19-2-4,14201900020040000000,8532,9149.01953125,480.531063888015
142.19-2-5,14201900020050000000,8533,9070.92578125,474.227706070704
142.19-2-6,14201900020060000000,8534,4182.34765625,283.223380523621
142.19-2-8.1,14201900020080010000,8535,7548.76953125,351.769472925282
142.19-2-8.2,14201900020080020000,8536,8072.5078125,364.782620609356
142.19-2-9,14201900020090000000,8537,5879.51953125,313.15193888912
142.20-1-1,14202000010010000000,8538,7822.8671875,466.816944881137
142.20-1-10,14202000010100000000,8539,7682.18359375,379.888887169716
142.20-1-11,14202000010110000000,8540,13278.30859375,516.286933123519
142.20-1-13,14202000010130000000,8541,8180.66015625,495.617402947248
142.20-1-14,14202000010140000000,8542,25165.9453125,693.668595897545
142.20-1-15,14202000010150000000,8543,7216.4765625,385.325904890294
142.20-1-16,14202000010160000000,8544,12167.76171875,483.363940888228
142.20-1-17,14202000010170000000,8545,4601.71484375,369.461678853094
142.20-1-18.11,14202000010180110000,8546,6246.49609375,344.529961523648
142.20-1-18.12,14202000010180120000,8547,6200.25390625,355.579391621747
142.20-1-18.2,14202000010180020000,8548,7873.375,398.242812803196
142.20-1-19,14202000010190000000,8549,5053.4453125,322.575603504107
142.20-1-2,14202000010020000000,8550,7821.51953125,371.269736995348
142.20-1-20,14202000010200000000,8551,4552.6640625,294.69548151905
142.20-1-21,14202000010210000000,8552,4043.671875,271.035380129684
142.20-1-22,14202000010220000000,8553,2850.0859375,236.595194789658
142.20-1-23,14202000010230000000,8554,3317.56640625,254.874041824867
142.20-1-24,14202000010240000000,8555,2800.12890625,235.951057460792
142.20-1-25,14202000010250000000,8556,1705.30078125,172.531269226754
142.20-1-26,14202000010260000000,8557,2175.3125,200.810957309357
142.20-1-27,14202000010270000000,8558,2858.54296875,237.506197647779
142.20-1-28,14202000010280000000,8559,4066.94921875,288.269746286401
142.20-1-29,14202000010290000000,8560,8061.65234375,367.548060819165
142.20-1-3.2,14202000010030020000,8561,8258.91015625,365.916307526658
142.20-1-3.3,14202000010030030000,8562,21363.48828125,638.763181727139
142.20-1-31,14202000010310000000,8563,13409.50390625,478.028159210012
142.20-1-32,14202000010320000000,8564,33951.234375,1068.54019273816
142.20-1-33.1,14202000010330010000,8565,9691.45703125,560.621660892788
142.20-1-33.2,14202000010330020000,8566,2593.65625,211.738906169322
142.20-1-34,14202000010340000000,8567,11956.67578125,442.033604182403
142.20-1-35.1,14202000010350010000,8568,7440.2890625,618.676975847182
142.20-1-35.2,14202000010350020000,8569,6246.9453125,468.678578360455
142.20-1-36,14202000010360000000,8570,7867.5546875,718.897833475858
142.20-1-38,14202000010380000000,8571,8370.1953125,519.665588790462
142.20-1-39,14202000010390000000,8572,13462.4296875,489.511677624168
142.20-1-4,14202000010040000000,8573,5399.0390625,300.406533048942
142.20-1-40,14202000010400000000,8574,24331.28515625,732.43645484581
142.20-1-41,14202000010410000000,8575,1776.30078125,174.404612387474
142.20-1-42,14202000010420000000,8576,1654.73828125,169.851071994205
142.20-1-43,14202000010430000000,8577,3111.0546875,223.233944053994
142.20-1-45,14202000010450000000,8578,2106.515625,187.927846000598
142.20-1-46,14202000010460000000,8579,1775.2890625,176.668127390462
142.20-1-47,14202000010470000000,8580,2416.1328125,216.491861748717
142.20-1-48,14202000010480000000,8581,1597.92578125,162.248669060895
142.20-1-49,14202000010490000000,8582,1465.5390625,160.243451508054
142.20-1-5,14202000010050000000,8583,13598.34765625,471.356981086017
142.20-1-50,14202000010500000000,8584,1583.859375,167.541890889713
142.20-1-51,14202000010510000000,8585,1736.828125,178.420554659611
142.20-1-52,14202000010520000000,8586,2178.375,192.944630839065
142.20-1-53,14202000010530000000,8587,2027.328125,184.663303612705
142.20-1-54,14202000010540000000,8588,1939.51953125,182.518455385788
142.20-1-55,14202000010550000000,8589,2106.84375,188.570585415946
142.20-1-56,14202000010560000000,8590,1840.6953125,176.889536365388
142.20-1-57,14202000010570000000,8591,2230.16015625,194.747042271438
142.20-1-58,14202000010580000000,8592,2317.6484375,200.286206587365
142.20-1-59,14202000010590000000,8593,2383.30859375,204.723991555227
142.20-1-6,14202000010060000000,8594,22312.59765625,611.08277481443
142.20-1-60,14202000010600000000,8595,3115.265625,235.05384141629
142.20-1-61,14202000010610000000,8596,3095.7265625,234.294053790502
142.20-1-62,14202000010620000000,8597,2691.23046875,216.058750964255
142.20-1-63,14202000010630000000,8598,2407.83984375,206.465721490325
142.20-1-64,14202000010640000000,8599,2417.75,206.517026861081
142.20-1-65,14202000010650000000,8600,2505.1328125,204.979268822187
142.20-1-66,14202000010660000000,8601,1759.296875,169.613672962626
142.20-1-67,14202000010670000000,8602,1834.5234375,171.772459557755
142.20-1-68,14202000010680000000,8603,2126.97265625,190.410236096925
142.20-1-69,14202000010690000000,8604,2501.0234375,211.373355209907
142.20-1-7,14202000010070000000,8605,4092.66015625,297.280561832176
142.20-1-70,14202000010700000000,8606,2872.99609375,216.632641980403
142.20-1-71,14202000010710000000,8607,2122.5546875,192.88726840421
142.20-1-72,14202000010720000000,8608,17840.3671875,897.79057022042
142.20-1-74,14202000010740000000,8609,1926.80859375,211.158440461422
142.20-1-8,14202000010080000000,8610,28970.08984375,743.627807502874
142.20-1-9,14202000010090000000,8611,9244.18359375,436.243399757614
143.05-1-1,14300500010010000000,8612,23897.99609375,646.137988027017
143.05-1-10,14300500010100000000,8613,3028.6875,235.352064418305
143.05-1-11,14300500010110000000,8614,4646.80859375,315.609216943804
143.05-1-12,14300500010120000000,8615,4620.18359375,313.974738705177
143.05-1-13,14300500010130000000,8616,8867.3828125,394.386050172481
143.05-1-14,14300500010140000000,8617,4615.0234375,311.633964301637
143.05-1-15,14300500010150000000,8618,5615.50390625,330.486411650995
143.05-1-16,14300500010160000000,8619,5922.84375,342.466738406374
143.05-1-17,14300500010170000000,8620,6080.94921875,334.685138672516
143.05-1-18,14300500010180000000,8621,4722.1953125,321.525560258793
143.05-1-19,14300500010190000000,8622,2254.65625,198.102406414428
143.05-1-2.11,14300500010020110000,8623,26438.6640625,793.754076797123
143.05-1-2.12,14300500010020120000,8624,119137.30859375,1451.68714122057
143.05-1-2.131,14300500010021310000,8625,30362.2578125,864.263326626924
143.05-1-2.14,14300500010020140000,8626,26175.5078125,816.404530403139
143.05-1-2.2,14300500010020020000,8627,23389.34375,756.001966530226
143.05-1-20,14300500010200000000,8628,2649.42578125,221.513282007526
143.05-1-21,14300500010210000000,8629,24027.4296875,657.196520827424
143.05-1-22,14300500010220000000,8630,27475.90625,682.303687991147
143.05-1-3.1,14300500010030010000,8631,12859.1484375,526.318072495327
143.05-1-3.2,14300500010030020000,8632,234479.078125,2484.06990669142
143.05-1-4.1,14300500010040010000,8633,755192.2265625,7557.96165502055
143.05-1-4.2,14300500010040020000,8634,19208.55859375,1245.2130837223
143.05-1-4.3,14300500010040030000,8635,19204.0625,1241.40113378437
143.05-1-5,14300500010050000000,8636,7222.296875,369.191330157674
143.05-1-6,14300500010060000000,8637,8476.81640625,374.647022029964
143.05-1-7,14300500010070000000,8638,7614.9609375,367.070548999582
143.05-1-8,14300500010080000000,8639,2764.84765625,232.34624808132
143.05-1-9,14300500010090000000,8640,10199.86328125,413.667735666725
143.06-1-1.12,14300600010010120000,8641,375048.97265625,3986.37228224708
143.06-1-1.2,14300600010010020000,8642,37545.56640625,952.918919108845
143.09-1-1,14300900010010000000,8643,1831.8671875,175.880502786988
143.09-1-10,14300900010100000000,8644,1680.74609375,170.121745158452
143.09-1-11,14300900010110000000,8645,1635.4609375,168.428494725058
143.09-1-12,14300900010120000000,8646,1637.87109375,168.511917119293
143.09-1-13,14300900010130000000,8647,1648.4140625,168.898312730164
143.09-1-14,14300900010140000000,8648,2212.37890625,186.272746260211
143.09-1-15,14300900010150000000,8649,3107.11328125,230.102080445483
143.09-1-16,14300900010160000000,8650,2116.703125,188.910741313269
143.09-1-18,14300900010180000000,8651,3530.08203125,239.101355806025
143.09-1-19,14300900010190000000,8652,1744.359375,172.139681978198
143.09-1-2,14300900010020000000,8653,1865.9609375,177.100681807929
143.09-1-20,14300900010200000000,8654,2827.21484375,209.296653118514
143.09-1-21,14300900010210000000,8655,2656.24609375,202.845846067219
143.09-1-22,14300900010220000000,8656,2254.296875,191.014831160923
143.09-1-23,14300900010230000000,8657,2288.75390625,192.221669277197
143.09-1-24,14300900010240000000,8658,2267.25390625,191.315925996992
143.09-1-25,14300900010250000000,8659,2236.28125,190.013570404836
143.09-1-26,14300900010260000000,8660,2736.3203125,204.663320519322
143.09-1-27,14300900010270000000,8661,2197.875,190.06587637958
143.09-1-28,14300900010280000000,8662,2027.09765625,183.418010714067
143.09-1-29,14300900010290000000,8663,2017.41796875,193.459333450336
143.09-1-3,14300900010030000000,8664,1777.83984375,173.832689708363
143.09-1-30,14300900010300000000,8665,3384.125,235.034630524308
143.09-1-31,14300900010310000000,8666,4794.0625,279.722567724692
143.09-1-32,14300900010320000000,8667,2284.09375,191.310078957817
143.09-1-33,14300900010330000000,8668,2774.7734375,207.637690017664
143.09-1-34,14300900010340000000,8669,2738.4375,213.156882422827
143.09-1-35,14300900010350000000,8670,3023.0625,223.736690813246
143.09-1-36,14300900010360000000,8671,1747.26953125,171.60861096972
143.09-1-37,14300900010370000000,8672,1738.9140625,174.092385906595
143.09-1-38,14300900010380000000,8673,1830.41015625,176.191295666607
143.09-1-39,14300900010390000000,8674,1784.1796875,173.941460327462
143.09-1-4,14300900010040000000,8675,3100.37890625,250.027560111694
143.09-1-40,14300900010400000000,8676,1742.94140625,172.595742957037
143.09-1-41,14300900010410000000,8677,1821.953125,173.156809504801
143.09-1-42,14300900010420000000,8678,1835.05859375,174.064940515842
143.09-1-43,14300900010430000000,8679,1961.7578125,174.601907544493
143.09-1-44,14300900010440000000,8680,1991.23828125,177.375403994556
143.09-1-45,14300900010450000000,8681,1664.2734375,167.91329848728
143.09-1-46,14300900010460000000,8682,1616.96875,166.25109891239
143.09-1-47,14300900010470000000,8683,1619.85546875,166.580664305373
143.09-1-48,14300900010480000000,8684,1647.1015625,167.761350257872
143.09-1-49,14300900010490000000,8685,1625.02734375,167.065288761301
143.09-1-5,14300900010050000000,8686,2939.78125,246.138712732791
143.09-1-50,14300900010500000000,8687,1989.3359375,183.20758530828
143.09-1-51,14300900010510000000,8688,2089.609375,193.557887722082
143.09-1-52,14300900010520000000,8689,2869.34765625,218.633192707926
143.09-1-53,14300900010530000000,8690,1868.9140625,176.06119152256
143.09-1-54,14300900010540000000,8691,3699.1796875,247.422463570503
143.09-1-55,14300900010550000000,8692,5601.64453125,406.604015962609
143.09-1-56.1,14300900010560010000,8693,163521.13671875,2083.10837324396
143.09-1-56.2,14300900010560020000,8694,36811.10546875,1213.46217725337
143.09-1-56.31,14300900010560310000,8695,36827.296875,1104.51916032823
143.09-1-56.32,14300900010560320000,8696,36808.890625,1073.20669657325
143.09-1-6,14300900010060000000,8697,3757.48828125,295.11945572575
143.09-1-7,14300900010070000000,8698,3915.26953125,269.96535951161
143.09-1-8,14300900010080000000,8699,4731.515625,347.078247877577
143.09-1-9,14300900010090000000,8700,1644.15625,168.772054377825
143.09-2-1,14300900020010000000,8701,2199.67578125,185.430530700484
143.09-2-10,14300900020100000000,8702,3578.125,235.591629222709
143.09-2-11,14300900020110000000,8703,2372.84765625,199.351825187476
143.09-2-12,14300900020120000000,8704,2867.9140625,212.067587575217
143.09-2-13,14300900020130000000,8705,2221.38671875,189.931713692185
143.09-2-14,14300900020140000000,8706,1785.703125,173.560587734811
143.09-2-15,14300900020150000000,8707,1894.60546875,177.644371485791
143.09-2-16,14300900020160000000,8708,2556.171875,199.504192521294
143.09-2-17,14300900020170000000,8709,3527.58203125,248.506940795538
143.09-2-18,14300900020180000000,8710,3036.63671875,222.43931117437
143.09-2-19,14300900020190000000,8711,2494.68359375,203.155870075077
143.09-2-2,14300900020020000000,8712,1871.765625,173.605794895066
143.09-2-20,14300900020200000000,8713,3040.76953125,224.593107201263
143.09-2-21,14300900020210000000,8714,3329.7734375,243.372258408795
143.09-2-22,14300900020220000000,8715,2005.38671875,188.9566632553
143.09-2-23,14300900020230000000,8716,2277.73046875,199.486688471671
143.09-2-24,14300900020240000000,8717,3131.5234375,223.575188336372
143.09-2-25,14300900020250000000,8718,3467.93359375,234.318212954919
143.09-2-26,14300900020260000000,8719,2994.1328125,221.665198781794
143.09-2-27,14300900020270000000,8720,3276.89453125,241.041302945475
143.09-2-28,14300900020280000000,8721,4409.39453125,275.022618761755
143.09-2-29,14300900020290000000,8722,3058.73046875,219.699707110769
143.09-2-3,14300900020030000000,8723,1727.3359375,171.246056333317
143.09-2-30,14300900020300000000,8724,2495.28515625,203.744445327431
143.09-2-31,14300900020310000000,8725,4717.30078125,298.290462243039
143.09-2-32,14300900020320000000,8726,3987.65625,255.566515789197
143.09-2-33,14300900020330000000,8727,5307.53125,310.929653614599
143.09-2-34,14300900020340000000,8728,3614.01171875,249.25132099823
143.09-2-35,14300900020350000000,8729,3473,248.612844998115
143.09-2-36,14300900020360000000,8730,2766.60546875,231.716005749245
143.09-2-37,14300900020370000000,8731,2843.859375,233.916116254251
143.09-2-38,14300900020380000000,8732,2901.640625,235.645780703018
143.09-2-39,14300900020390000000,8733,2900.06640625,235.924884068439
143.09-2-4,14300900020040000000,8734,1708.22265625,170.539646551705
143.09-2-40,14300900020400000000,8735,2735.234375,231.391377563494
143.09-2-41,14300900020410000000,8736,2836.75390625,230.623864822436
143.09-2-42,14300900020420000000,8737,2605.1796875,217.913172275371
143.09-2-43,14300900020430000000,8738,2588.28125,211.881104565361
143.09-2-44,14300900020440000000,8739,2857.65625,223.737161086092
143.09-2-45,14300900020450000000,8740,2948.73828125,222.066300346726
143.09-2-46,14300900020460000000,8741,3465.6953125,236.869661420288
143.09-2-47,14300900020470000000,8742,2576.0390625,202.152130347471
143.09-2-48,14300900020480000000,8743,1852.94921875,179.287209880307
143.09-2-49,14300900020490000000,8744,2229.4453125,198.440609358056
143.09-2-5,14300900020050000000,8745,1814.89453125,174.570757166412
143.09-2-50,14300900020500000000,8746,2479.92578125,212.689501063104
143.09-2-51,14300900020510000000,8747,2704.1875,226.317759304933
143.09-2-52,14300900020520000000,8748,3004.9453125,242.037052790823
143.09-2-53,14300900020530000000,8749,3609.30859375,266.053255745538
143.09-2-54,14300900020540000000,8750,3726.734375,267.560099807571
143.09-2-55,14300900020550000000,8751,3540.921875,255.519328030884
143.09-2-56,14300900020560000000,8752,3457.99609375,250.692841925691
143.09-2-57,14300900020570000000,8753,3098.05078125,241.738375573706
143.09-2-58,14300900020580000000,8754,3340.6484375,257.247420113112
143.09-2-6,14300900020060000000,8755,1733.73046875,171.531916535081
143.09-2-7,14300900020070000000,8756,1740.80859375,171.80794908226
143.09-2-8,14300900020080000000,8757,1755.37890625,174.990512422522
143.09-2-9,14300900020090000000,8758,2055.875,191.618582733778
143.09-3-1,14300900030010000000,8759,2129.94140625,183.467598683501
143.09-3-10,14300900030100000000,8760,9911.96875,570.486429956823
143.09-3-11,14300900030110000000,8761,9372.8515625,539.709976277163
143.09-3-12,14300900030120000000,8762,8592.125,506.259293516774
143.09-3-13,14300900030130000000,8763,8134.15625,477.066615663521
143.09-3-14,14300900030140000000,8764,10268.765625,479.806499919934
143.09-3-15,14300900030150000000,8765,9952.11328125,464.698496718712
143.09-3-16,14300900030160000000,8766,9706.66796875,452.033709549485
143.09-3-17,14300900030170000000,8767,10986.02734375,458.773926081721
143.09-3-19,14300900030190000000,8768,14664.0859375,495.980636352015
143.09-3-2,14300900030020000000,8769,1806.9921875,174.661445087763
143.09-3-20,14300900030200000000,8770,2128.00390625,192.333901236385
